source_ref,name,store_type,address,city,state,zip,lat,lng,interstate,exit_number,parking_spaces,overnight_parking,showers,cat_scale
778,Love's Travel Stop #778,Travel Stop,11151 Hwy 280E,Ellabell,GA,31308,32.183641,-81.458046,I-16,143/Hwy 280E,146,true,true,true
286,Love's Travel Stop #286,Travel Stop,760 S. Quartzsite Blvd.,Quartzsite,AZ,85346,33.657299,-114.241226,I-10,17,81,true,true,true
745,Love's Travel Stop #745,Travel Stop,1336 Wadhams Road,St. Clair,MI,48079,42.865257,-82.558108,I-94,262/Wadhams Rd,106,true,true,true
813,Love's Travel Stop #813,Travel Stop,4898 Shuffel St NW,North Canton,OH,44720,40.898929,-81.437124,I-77,112/Shuffel St,70,true,true,true
563,Love's Travel Stop #563,Travel Stop,66320 Belmont-Morristown Rd,Belmont,OH,43718,40.056855,-81.053671,I-70,208/OH-149,121,true,true,true
751,Love's Travel Stop #751,Travel Stop,701 White Pond Road,Elgin,SC,29045,34.139461,-80.748271,I-20,87,101,true,true,true
819,Love's Travel Stop #819,Travel Stop,2600 Hwy 21 S,Rincon,GA,31326,32.336101,-81.259142,,,70,true,true,true
507,Love's Travel Stop #507,Travel Stop,1105 Peeler Rd. Suite 100,Salisbury,NC,28146,35.608991,-80.517501,I-85,71,95,true,true,true
338,Love's Travel Stop #338,Travel Stop,8436 Ford Ave.,Richmond Hill,GA,31324,31.960662,-81.331564,I-95,90,140,true,true,true
893,Love's Travel Stop #893,Travel Stop,2 Sonny Perdue Drive,Garden City,GA,31408,32.103201,-81.194401,,,97,true,true,true
883,Love's Travel Stop #883,Travel Stop,2257 Shore Rd,Rural Hall,NC,27045,36.225136,-80.323372,,,81,true,true,true
326,Love's Travel Stop #326,Travel Stop,3205 Five Chop Rd.,Orangeburg,SC,29115,33.457976,-80.735242,I-26,154A,50,true,true,true
405,Love's Travel Stop #405,Travel Stop,2766 US Highway 17 S,Brunswick,GA,31523,31.137752,-81.571797,I-95,29,78,true,true,true
340,Love's Travel Stop #340,Travel Stop,12501 Apex Great Basin Pkwy,Las Vegas,NV,89165,36.381561,-114.896529,I-15,64,153,true,true,true
761,Love's Travel Stop #761,Travel Stop,17110 Brandy Branch Rd,Jacksonville,FL,32234,30.291386,-81.985123,I-10,343/US Hwy-301,94,true,true,true
847,Love's Travel Stop #847,Travel Stop,2210 Hwy 601 N,Pageland,SC,29728,34.798621,-80.406067,,,58,true,true,true
740,Love's Travel Stop #740,Travel Stop,409 Yemassee Hwy,Yemassee,SC,29945,32.705457,-80.874488,I-95,38/Hwy 68,52,true,true,true
574,Love's Travel Stop #574,Travel Stop,5275 N Fork Rd,Elliston,VA,24087,37.232889,-80.234747,I-81,128,93,true,true,true
881,Love's Travel Stop #881,Travel Stop,4352 State Route 225,Diamond,OH,44412,41.107922,-81.050233,I-76,48/State Route 225 N,93,true,true,true
828,Love's Travel Stop #828,Travel Stop,12921 Duval Rd,Jacksonville,FL,32218,30.463245,-81.673875,I-295,33/Duval Rd,77,true,true,true
603,Love's Travel Stop #603,Travel Stop,400 Pecan Park Road,Jacksonville,FL,32218,30.516861,-81.632633,I-95,366,82,true,true,true
691,Love's Travel Stop #691,Travel Stop,1701 Great Basin Blvd,Ely,NV,89301,39.242743,-114.869115,,,48,true,true,true
620,Love's Travel Stop #620,Travel Stop,5615 SE US Highway 301,Hawthorne,FL,32640,29.601979,-82.08676,,,71,true,true,true
790,Love's Travel Stop #790,Travel Stop,401 Buff Blvd,Summerton,SC,29148,33.591813,-80.355763,I-95,108/Bluff Blvd.,97,true,true,true
349,Love's Travel Stop #349,Travel Stop,2931 E Gila Ridge Rd,Yuma,AZ,85365,32.686341,-114.582581,I-8,3,80,true,true,true
363,Love's Travel Stop #363,Travel Stop,7791 NW 47th Avenue,Ocala,FL,34482,29.267562,-82.198425,I-75,358,70,true,true,true
863,Love's Travel Stop #863,Travel Stop,1601 Great Lakes Way,Madison,OH,44057,41.756796,-81.046069,I-90,212/OH Hwy-528,91,true,true,true
504,Love's Travel Stop #504,Travel Stop,10727 Market St,North Lima,OH,44452,40.962632,-80.658458,I-76,232/OH Hwy-7,108,true,true,true
707,Love's Travel Stop #707,Travel Stop,9104 Winterberry Ave,Covington,VA,24426,37.79431,-79.884011,I-64,"21, NEC",56,true,true,true
